,Sol,avg_duration,avg_peak,flare_count,aurora_count,target,BZ_nT_GSE,BZ_nT_GSM,SW_Plasma_Speed_kms,Kp_index,R_Sunspot_No,Dst_index_nT,f10_7_index,AE_index_nT
511,2016-07-12,9.0,4.0,1,0,0,-1.2,-1.7,566.0,33,59,-18,95.5,414
512,2016-07-13,57.0,39.0,2,0,0,0.5,0.3,550.0,17,53,-10,100.0,185
513,2016-07-14,5.0,3.0,1,0,0,0.1,-0.4,547.0,23,58,-7,98.2,253
514,2016-07-15,6.625,3.25,8,0,0,-0.1,-0.4,636.0,23,69,-12,105.4,280
515,2016-07-16,15.4375,7.625,16,0,0,0.1,-0.1,566.0,17,61,-9,110.1,174
516,2016-07-17,99.85714285714286,56.42857142857143,7,0,0,-0.5,-1.0,462.0,13,39,-7,108.6,165
517,2016-07-18,17.0,9.5,2,0,0,0.1,-0.2,396.0,7,64,-5,110.6,75
518,2016-07-19,82.83333333333333,52.666666666666664,6,0,0,-0.3,-0.6,337.0,13,59,2,104.1,69
519,2016-07-20,24.363636363636363,8.363636363636363,11,8,1,4.3,5.3,517.0,30,57,-3,111.5,239
520,2016-07-21,11.238095238095237,5.761904761904762,21,0,0,5.4,5.7,446.0,13,52,-8,103.3,56
521,2016-07-22,17.0,8.857142857142858,7,0,0,-2.4,-2.1,412.0,17,39,-11,93.3,254
522,2016-07-23,15.333333333333334,9.583333333333334,12,0,0,-0.7,-0.0,387.0,17,28,-12,88.9,200
523,2016-07-24,16.666666666666668,8.6,15,0,0,1.3,1.5,402.0,23,13,0,84.8,189
524,2016-07-25,17.333333333333332,7.666666666666667,3,1,1,-2.7,-2.4,432.0,33,0,-27,75.9,454
525,2016-07-26,24.1,10.1,10,0,0,-1.3,-1.1,356.0,10,0,-10,75.9,136
526,2016-07-28,7.0,4.0,1,0,0,-1.5,-1.7,392.0,27,13,-4,72.5,342
527,2016-07-30,21.0,14.0,1,0,0,-0.7,-0.4,461.0,13,21,-8,73.1,121
528,2016-07-31,31.0,15.0,1,0,0,-0.1,0.1,389.0,7,16,0,73.7,76
529,2016-08-04,6.5,4.5,2,0,0,0.4,-0.1,574.0,30,16,-22,78.5,389
530,2016-08-05,12.363636363636363,6.2727272727272725,11,0,0,-0.0,-0.6,618.0,30,38,-20,82.1,315
531,2016-08-06,63.75,23.0,4,0,0,0.5,0.1,603.0,27,39,-19,85.5,288
532,2016-08-07,12.818181818181818,6.363636363636363,11,0,0,0.5,-0.1,554.0,23,53,-13,95.3,227
533,2016-08-08,34.44444444444444,12.444444444444445,9,0,0,0.6,0.3,484.0,23,81,-15,99.0,289
534,2016-08-09,12.75,6.625,8,0,0,0.7,0.1,561.0,27,73,-13,94.9,269
535,2016-08-10,19.2,10.4,5,0,0,-0.4,-0.6,611.0,30,77,-18,97.6,376
536,2016-08-11,13.5,5.75,4,0,0,0.6,0.7,599.0,20,79,-8,97.2,185
537,2016-08-12,20.0,11.0,5,0,0,-0.3,-1.0,552.0,20,73,-16,97.3,243
538,2016-08-13,13.0,5.0,2,0,0,-0.7,-1.1,468.0,10,58,-12,92.9,178
539,2016-08-14,11.4,6.6,5,0,0,0.8,0.3,406.0,7,59,-2,89.4,74
540,2016-08-15,12.0,6.0,1,0,0,0.6,-0.9,330.0,7,64,-2,89.8,104
541,2016-08-16,16.0,10.0,1,0,0,0.1,-1.4,303.0,10,81,1,88.7,124
542,2016-08-17,9.0,4.5,2,0,0,1.8,2.3,363.0,17,58,-2,84.9,164
543,2016-08-18,6.0,3.0,1,0,0,-2.7,-1.7,364.0,13,49,-12,84.4,178
544,2016-08-20,16.0,9.0,1,0,0,0.1,1.0,311.0,7,17,-1,80.0,110
545,2016-08-22,26.2,10.8,5,0,0,-1.3,-0.3,394.0,10,30,0,81.8,116
546,2016-08-23,13.4,7.2,5,8,1,-2.9,-1.8,396.0,27,48,-16,83.1,358
547,2016-08-24,51.0,32.0,1,5,1,0.0,1.4,533.0,30,49,-29,79.7,254
548,2016-08-26,27.5,10.0,2,0,0,0.4,1.4,465.0,13,51,-9,83.6,122
549,2016-08-27,10.0,5.0,1,0,0,-0.2,0.3,418.0,10,59,-5,85.6,112
550,2016-08-28,7.75,3.5,4,0,0,0.8,0.9,376.0,3,64,2,87.1,78
551,2016-08-29,13.25,6.125,8,1,1,0.8,0.5,342.0,13,69,9,89.5,119
552,2016-08-30,30.4,13.0,5,4,1,-0.8,-2.3,404.0,30,73,-10,102.3,330
553,2016-08-31,21.5,8.0,2,0,0,0.7,-0.1,431.0,13,80,-2,99.3,141
554,2016-09-01,11.5,4.5,2,13,1,-0.9,-2.3,483.0,40,78,-31,96.9,552
555,2016-09-02,5.75,3.25,4,18,1,0.1,-0.9,622.0,43,67,-34,96.3,536
556,2016-09-03,19.5,13.0,2,15,1,-0.6,-1.4,667.0,43,65,-39,100.7,667
557,2016-09-04,27.0,13.0,1,11,1,0.5,-0.7,668.0,40,50,-31,99.0,426
558,2016-09-05,29.333333333333332,22.666666666666668,3,3,1,-0.2,-1.1,587.0,30,31,-28,95.3,369
559,2016-09-06,106.0,49.0,1,0,0,-0.3,-0.8,525.0,27,42,-23,93.9,208
560,2016-09-07,9.8,4.6,5,0,0,-0.1,-0.5,488.0,23,58,-18,94.4,233
561,2016-09-08,8.4,4.4,10,0,0,-1.3,-1.8,465.0,27,54,-23,95.9,352
562,2016-09-09,12.833333333333334,6.833333333333333,6,1,1,1.2,0.6,409.0,7,79,-10,92.3,54
563,2016-09-10,16.428571428571427,9.285714285714286,7,0,0,0.4,-0.5,372.0,7,77,-10,94.3,89
564,2016-09-13,7.0,4.0,1,0,0,-1.0,-2.8,285.0,10,39,-7,87.0,131
565,2016-09-14,14.0,4.5,2,0,0,-3.5,-3.2,307.0,20,27,-7,86.2,239
566,2016-09-15,13.5,8.0,2,0,0,0.0,-1.8,301.0,13,15,-15,85.3,226
567,2016-09-16,88.0,14.333333333333334,3,0,0,-0.5,1.4,297.0,7,13,0,84.5,46
568,2016-09-17,13.666666666666666,5.333333333333333,3,0,0,1.0,2.4,304.0,7,14,8,81.0,35
569,2016-09-18,31.666666666666668,11.666666666666666,3,0,0,-1.6,-0.6,335.0,17,39,-3,83.8,138
570,2016-09-19,12.0,6.25,4,0,0,-0.1,2.7,385.0,20,63,-4,83.3,173
571,2016-09-20,9.0,3.0,1,11,1,-0.1,1.5,654.0,33,53,-17,85.2,217
572,2016-09-21,20.428571428571427,8.428571428571429,7,0,0,0.3,1.2,561.0,17,54,-6,86.1,130
573,2016-09-22,20.571428571428573,8.285714285714286,14,0,0,1.2,1.4,469.0,7,36,-2,85.7,60
574,2016-09-23,72.89,40.4,5,0,0,2.8,3.6,394.0,7,60,6,86.1,31
575,2016-09-24,9.666666666666666,4.333333333333333,3,0,0,-0.3,1.7,362.0,10,55,5,85.4,86
576,2016-09-25,21.8,11.4,5,18,1,-1.0,0.2,370.0,33,31,-17,85.1,271
577,2016-09-26,8.333333333333334,3.3333333333333335,3,6,1,-0.9,-2.5,421.0,33,28,-27,87.2,422
578,2016-09-27,17.0,7.833333333333333,6,15,1,0.8,-0.5,543.0,43,26,-32,85.9,450
579,2016-09-28,25.75,13.0,4,13,1,0.3,-0.8,650.0,43,31,-35,84.8,628
580,2016-09-29,8.0,4.0,1,17,1,0.2,-1.2,680.0,43,17,-45,83.0,601
581,2016-10-01,9.0,4.0,1,2,1,-0.2,-0.8,548.0,30,0,-31,81.2,289
582,2016-10-02,11.75,5.5,4,2,1,-0.1,-0.9,514.0,30,15,-25,82.4,345
583,2016-10-04,31.0,16.0,1,6,1,0.3,-0.7,527.0,37,40,-34,93.1,388
584,2016-10-05,6.0,4.0,1,0,0,-0.0,-0.4,510.0,23,41,-24,99.3,205
585,2016-10-06,7.0,3.0,1,0,0,0.7,0.3,442.0,13,56,-14,101.4,114
586,2016-10-07,8.0,4.0,1,0,0,0.3,0.2,429.0,13,59,-17,104.0,123
587,2016-10-08,10.0,4.0,1,0,0,-0.3,-1.1,416.0,17,63,-17,104.1,174
588,2016-10-09,12.0,5.0,1,3,1,-0.1,-1.2,361.0,13,69,-14,104.2,155
589,2016-10-10,15.0,9.0,2,0,0,-0.0,-1.3,357.0,20,66,-16,101.6,220
590,2016-10-12,19.5,9.5,2,0,0,0.5,1.2,370.0,10,41,-4,97.2,51
591,2016-10-13,25.0,8.0,2,10,1,10.9,11.3,411.0,47,41,-53,94.8,610
592,2016-10-14,21.333333333333332,10.0,6,10,1,5.4,1.2,369.0,30,41,-52,92.3,361
593,2016-10-15,127.25,96.25,4,0,0,0.1,1.7,485.0,23,36,-21,84.4,162
594,2016-10-16,52.166666666666664,39.833333333333336,6,0,0,0.6,1.7,627.0,30,32,-19,80.4,240
595,2016-10-17,43.0,24.5,2,1,1,-0.0,0.5,712.0,33,25,-21,75.6,346
596,2016-10-21,6.0,3.0,2,0,0,1.1,1.7,369.0,3,28,-1,77.1,31
597,2016-10-23,6.0,4.0,1,3,1,0.7,-0.2,411.0,20,15,-6,76.0,171
598,2016-10-24,115.0,11.0,1,1,1,-2.0,-3.3,393.0,30,15,-28,74.5,424
599,2016-10-25,12.25,5.75,4,3,1,-0.2,-2.0,557.0,50,17,-45,76.9,664
600,2016-10-26,8.333333333333334,4.666666666666667,3,12,1,-1.0,-1.7,682.0,47,29,-47,77.1,614
601,2016-10-28,12.666666666666666,6.0,6,1,1,-0.6,-0.8,594.0,30,36,-37,78.2,364
602,2016-10-29,11.0,5.0,1,1,1,-0.3,-1.6,603.0,37,23,-49,78.0,515
603,2016-11-01,15.5,9.0,2,0,0,-0.9,-1.5,471.0,23,12,-23,75.4,254
604,2016-11-04,55.0,21.0,1,0,0,1.2,0.8,378.0,10,25,-18,75.4,87
605,2016-11-05,210.0,92.0,1,1,1,0.5,0.3,351.0,3,24,-10,75.3,31
606,2016-11-07,17.0,14.0,1,0,0,0.2,0.6,310.0,7,11,-3,75.1,37
607,2016-11-10,6.0,3.0,1,1,1,0.1,-1.2,381.0,27,24,-24,78.6,340
608,2016-11-12,8.0,4.0,1,0,0,1.0,2.0,610.0,33,12,-14,76.8,262
609,2016-11-13,16.0,7.0,2,0,0,-0.3,0.1,693.0,37,37,-19,76.2,315
610,2016-11-14,7.0,4.0,1,0,0,0.3,1.0,627.0,23,31,-14,75.6,162
611,2016-11-15,18.0,7.0,3,0,0,-0.2,0.1,539.0,17,27,-13,74.9,111
612,2016-11-17,4.0,4.0,1,0,0,-0.2,0.3,389.0,7,29,-5,76.8,60
613,2016-11-19,9.0,4.5,2,0,0,0.2,0.9,323.0,3,23,5,74.9,44
614,2016-11-21,6.0,3.0,1,0,0,0.1,-0.6,338.0,13,0,1,73.1,132
615,2016-11-22,100.25,24.0,4,0,0,1.4,0.4,389.0,23,0,-2,75.4,168
616,2016-11-23,13.333333333333334,5.666666666666667,3,1,1,-1.2,-1.5,441.0,23,11,-17,75.7,244
617,2016-11-25,34.0,21.0,1,2,1,-0.5,-1.3,616.0,40,13,-31,78.8,430
618,2016-11-26,9.0,4.0,1,0,0,0.0,-0.3,632.0,27,24,-21,79.1,249
619,2016-11-27,9.285714285714286,5.0,7,2,1,0.1,-0.5,583.0,20,30,-16,80.4,191
620,2016-11-28,9.714285714285714,4.714285714285714,7,0,0,-0.1,-0.5,467.0,20,42,-10,82.9,144
621,2016-11-29,13.125,7.0,16,0,0,-0.1,-0.4,427.0,13,46,-10,83.1,99
622,2016-11-30,9.214285714285714,5.5,14,0,0,0.5,0.3,370.0,7,52,-5,81.3,57
623,2016-12-01,30.0,23.0,3,0,0,2.9,2.3,364.0,7,55,3,82.1,37
624,2016-12-02,21.0,5.0,1,0,0,-0.9,-1.1,354.0,7,62,-2,82.0,65
625,2016-12-03,30.5,20.5,2,0,0,-0.3,-0.6,313.0,3,52,2,82.2,50
626,2016-12-04,10.272727272727273,5.636363636363637,11,0,0,-0.8,-0.9,286.0,3,38,10,80.0,41
627,2016-12-05,13.0,6.666666666666667,3,0,0,0.6,1.0,306.0,10,35,8,80.3,48
628,2016-12-06,6.666666666666667,3.0,3,0,0,0.2,0.3,341.0,17,33,5,77.4,112
629,2016-12-07,14.833333333333334,7.0,6,2,1,-1.1,-1.5,365.0,20,19,-6,74.9,201
630,2016-12-08,88.0,49.0,1,0,0,-0.2,0.3,558.0,33,14,-12,72.6,321
631,2016-12-09,6.0,4.0,1,5,1,0.3,0.7,644.0,37,20,-17,70.7,336
632,2016-12-10,49.0,27.0,1,2,1,-0.1,0.1,667.0,30,0,-21,70.0,244
633,2016-12-11,10.5,7.0,2,0,0,-0.4,-0.3,608.0,27,12,-10,69.2,207
634,2016-12-15,9.333333333333334,5.666666666666667,3,0,0,0.4,0.5,405.0,3,12,-1,70.2,38
635,2016-12-16,12.5,4.0,2,0,0,0.5,0.6,374.0,3,0,3,70.3,30
636,2016-12-21,14.0,7.0,1,2,1,-0.0,0.0,515.0,33,30,-14,72.6,395
637,2016-12-26,14.0,4.5,4,1,1,-1.0,-0.9,673.0,33,0,-22,71.4,321
638,2016-12-27,20.333333333333332,13.0,3,0,0,-0.1,-0.0,586.0,23,16,-16,71.3,166
639,2016-12-29,9.0,4.0,1,0,0,-1.2,-1.1,389.0,10,11,-10,70.9,129
640,2016-12-30,11.5,5.0,2,0,0,-0.4,-0.2,338.0,7,11,-4,71.2,50
641,2016-12-31,111.5,86.0,2,2,1,-1.0,-0.6,408.0,27,11,-8,71.1,263
