,Sol,avg_duration,avg_peak,flare_count,aurora_count,target
545,2016-08-22,26.2,10.8,5,0,0
546,2016-08-23,13.4,7.2,5,8,1
547,2016-08-24,51.0,32.0,1,5,1
548,2016-08-26,27.5,10.0,2,0,0
549,2016-08-27,10.0,5.0,1,0,0
550,2016-08-28,7.75,3.5,4,0,0
551,2016-08-29,13.25,6.125,8,1,1
552,2016-08-30,30.4,13.0,5,4,1
553,2016-08-31,21.5,8.0,2,0,0
554,2016-09-01,11.5,4.5,2,13,1
555,2016-09-02,5.75,3.25,4,18,1
556,2016-09-03,19.5,13.0,2,15,1
557,2016-09-04,27.0,13.0,1,11,1
558,2016-09-05,29.333333333333332,22.666666666666668,3,3,1
559,2016-09-06,106.0,49.0,1,0,0
560,2016-09-07,9.8,4.6,5,0,0
561,2016-09-08,8.4,4.4,10,0,0
562,2016-09-09,12.833333333333334,6.833333333333333,6,1,1
563,2016-09-10,16.428571428571427,9.285714285714286,7,0,0
564,2016-09-13,7.0,4.0,1,0,0
565,2016-09-14,14.0,4.5,2,0,0
566,2016-09-15,13.5,8.0,2,0,0
567,2016-09-16,88.0,14.333333333333334,3,0,0
568,2016-09-17,13.666666666666666,5.333333333333333,3,0,0
569,2016-09-18,31.666666666666668,11.666666666666666,3,0,0
570,2016-09-19,12.0,6.25,4,0,0
571,2016-09-20,9.0,3.0,1,11,1
572,2016-09-21,20.428571428571427,8.428571428571429,7,0,0
573,2016-09-22,20.571428571428573,8.285714285714286,14,0,0
574,2016-09-23,72.89,40.4,5,0,0
575,2016-09-24,9.666666666666666,4.333333333333333,3,0,0
576,2016-09-25,21.8,11.4,5,18,1
577,2016-09-26,8.333333333333334,3.3333333333333335,3,6,1
578,2016-09-27,17.0,7.833333333333333,6,15,1
579,2016-09-28,25.75,13.0,4,13,1
580,2016-09-29,8.0,4.0,1,17,1
581,2016-10-01,9.0,4.0,1,2,1
582,2016-10-02,11.75,5.5,4,2,1
583,2016-10-04,31.0,16.0,1,6,1
584,2016-10-05,6.0,4.0,1,0,0
585,2016-10-06,7.0,3.0,1,0,0
586,2016-10-07,8.0,4.0,1,0,0
587,2016-10-08,10.0,4.0,1,0,0
588,2016-10-09,12.0,5.0,1,3,1
589,2016-10-10,15.0,9.0,2,0,0
590,2016-10-12,19.5,9.5,2,0,0
591,2016-10-13,25.0,8.0,2,10,1
592,2016-10-14,21.333333333333332,10.0,6,10,1
593,2016-10-15,127.25,96.25,4,0,0
594,2016-10-16,52.166666666666664,39.833333333333336,6,0,0
595,2016-10-17,43.0,24.5,2,1,1
596,2016-10-21,6.0,3.0,2,0,0
597,2016-10-23,6.0,4.0,1,3,1
598,2016-10-24,115.0,11.0,1,1,1
599,2016-10-25,12.25,5.75,4,3,1
600,2016-10-26,8.333333333333334,4.666666666666667,3,12,1
601,2016-10-28,12.666666666666666,6.0,6,1,1
602,2016-10-29,11.0,5.0,1,1,1
603,2016-11-01,15.5,9.0,2,0,0
604,2016-11-04,55.0,21.0,1,0,0
605,2016-11-05,210.0,92.0,1,1,1
606,2016-11-07,17.0,14.0,1,0,0
607,2016-11-10,6.0,3.0,1,1,1
608,2016-11-12,8.0,4.0,1,0,0
609,2016-11-13,16.0,7.0,2,0,0
610,2016-11-14,7.0,4.0,1,0,0
611,2016-11-15,18.0,7.0,3,0,0
612,2016-11-17,4.0,4.0,1,0,0
613,2016-11-19,9.0,4.5,2,0,0
614,2016-11-21,6.0,3.0,1,0,0
615,2016-11-22,100.25,24.0,4,0,0
616,2016-11-23,13.333333333333334,5.666666666666667,3,1,1
617,2016-11-25,34.0,21.0,1,2,1
618,2016-11-26,9.0,4.0,1,0,0
619,2016-11-27,9.285714285714286,5.0,7,2,1
620,2016-11-28,9.714285714285714,4.714285714285714,7,0,0
621,2016-11-29,13.125,7.0,16,0,0
622,2016-11-30,9.214285714285714,5.5,14,0,0
623,2016-12-01,30.0,23.0,3,0,0
624,2016-12-02,21.0,5.0,1,0,0
625,2016-12-03,30.5,20.5,2,0,0
626,2016-12-04,10.272727272727273,5.636363636363637,11,0,0
627,2016-12-05,13.0,6.666666666666667,3,0,0
628,2016-12-06,6.666666666666667,3.0,3,0,0
629,2016-12-07,14.833333333333334,7.0,6,2,1
630,2016-12-08,88.0,49.0,1,0,0
631,2016-12-09,6.0,4.0,1,5,1
632,2016-12-10,49.0,27.0,1,2,1
633,2016-12-11,10.5,7.0,2,0,0
634,2016-12-15,9.333333333333334,5.666666666666667,3,0,0
635,2016-12-16,12.5,4.0,2,0,0
636,2016-12-21,14.0,7.0,1,2,1
637,2016-12-26,14.0,4.5,4,1,1
638,2016-12-27,20.333333333333332,13.0,3,0,0
639,2016-12-29,9.0,4.0,1,0,0
640,2016-12-30,11.5,5.0,2,0,0
641,2016-12-31,111.5,86.0,2,2,1
